         Date              Open        High         Low       Close      Volume    Typical Price         V*P    Total VP     Total V            VWAP
 2/ 7/2018 10: 0:24         340         340         340         340      100000              340    34000000    34000000      100000              340
 2/ 7/2018 10: 7:45         350         350         350         350      100000              350    35000000    69000000      200000              345
 2/ 7/2018 10: 7:46         340         340         340         340      100000              340    34000000   103000000      300000          343.333
 2/ 7/2018 10: 7:49         350         350         350         350      100000              350    35000000   138000000      400000              345
 2/ 7/2018 10: 7:55         340         340         340         340      100000              340    34000000   172000000      500000              344
 2/ 7/2018 10: 8:18         350         350         350         350      100000              350    35000000   207000000      600000              345
 2/ 7/2018 10: 8:19         340         340         340         340      100000              340    34000000   241000000      700000          344.286
 2/ 7/2018 10: 9: 8         350         350         350         350      100000              350    35000000   276000000      800000              345
 2/ 7/2018 10: 9:13         340         340         340         340      100000              340    34000000   310000000      900000          344.444
 2/ 7/2018 10: 9:20         350         350         350         350      100000              350    35000000   345000000     1000000              345
 2/ 7/2018 10:10: 4         340         340         340         340      100000              340    34000000   379000000     1100000          344.545
 2/ 7/2018 10:10: 9         350         350         350         350      100000              350    35000000   414000000     1200000              345
 2/ 7/2018 10:10:28         340         340         340         340      100000              340    34000000   448000000     1300000          344.615
 2/ 7/2018 10:10:37         350         350         350         350      100000              350    35000000   483000000     1400000              345
 2/ 7/2018 10:10:41         340         340         340         340      100000              340    34000000   517000000     1500000          344.667
 2/ 7/2018 10:10:50         350         350         350         350      100000              350    35000000   552000000     1600000              345
 2/ 7/2018 10:10:55         340         340         340         340      100000              340    34000000   586000000     1700000          344.706
 2/ 7/2018 10:11: 8         350         350         350         350      100000              350    35000000   621000000     1800000              345
 2/ 7/2018 10:19:27         360         360         360         360      100000              360    36000000   657000000     1900000          345.789
 2/ 7/2018 10:19:28         350         350         350         350      100000              350    35000000   692000000     2000000              346
 2/ 7/2018 10:19:33         360         360         360         360      100000              360    36000000   728000000     2100000          346.667
 2/ 7/2018 10:19:34         350         350         350         350      100000              350    35000000   763000000     2200000          346.818
 2/ 7/2018 10:20: 7         360         360         360         360      100000              360    36000000   799000000     2300000          347.391
 2/ 7/2018 10:21:16         350         350         350         350      100000              350    35000000   834000000     2400000            347.5
 2/ 7/2018 10:21:42         360         360         360         360      100000              360    36000000   870000000     2500000              348
 2/ 7/2018 10:21:45         350         350         350         350      100000              350    35000000   905000000     2600000          348.077
 2/ 7/2018 10:21:46         360         360         360         360      100000              360    36000000   941000000     2700000          348.519
 2/ 7/2018 10:22:21         350         350         350         350      100000              350    35000000   976000000     2800000          348.571
 2/ 7/2018 10:22:24         360         360         360         360      100000              360    36000000  1012000000     2900000          348.966
 2/ 7/2018 10:25:53         350         350         350         350      100000              350    35000000  1047000000     3000000              349
 2/ 7/2018 10:25:58         360         360         360         360      100000              360    36000000  1083000000     3100000          349.355
 2/ 7/2018 10:26: 1         350         350         350         350      100000              350    35000000  1118000000     3200000          349.375
 2/ 7/2018 10:26: 7         360         360         360         360      100000              360    36000000  1154000000     3300000          349.697
 2/ 7/2018 10:26: 8         350         350         350         350      100000              350    35000000  1189000000     3400000          349.706
 2/ 7/2018 10:46:12         360         360         360         360      100000              360    36000000  1225000000     3500000              350
 2/ 7/2018 10:46:13         350         350         350         350      100000              350    35000000  1260000000     3600000              350
