         Date              Open        High         Low       Close      Volume    Typical Price         V*P    Total VP     Total V            VWAP
 2/ 7/2018 10: 0:24         630         630         630         630      100000              630    63000000    63000000      100000              630
 2/ 7/2018 10: 0:25         640         640         640         640      100000              640    64000000   127000000      200000              635
 2/ 7/2018 10: 2:44         650         650         650         650      100000              650    65000000   192000000      300000              640
 2/ 7/2018 10: 2:47         640         640         640         640      100000              640    64000000   256000000      400000              640
 2/ 7/2018 10: 5:37         650         650         650         650      100000              650    65000000   321000000      500000              642
 2/ 7/2018 10: 5:51         640         640         640         640      100000              640    64000000   385000000      600000          641.667
 2/ 7/2018 10: 5:59         650         650         650         650      100000              650    65000000   450000000      700000          642.857
 2/ 7/2018 10: 6:16         640         640         640         640      100000              640    64000000   514000000      800000            642.5
 2/ 7/2018 10: 6:23         650         650         650         650      100000              650    65000000   579000000      900000          643.333
 2/ 7/2018 10: 6:26         640         640         640         640      100000              640    64000000   643000000     1000000              643
 2/ 7/2018 10: 6:32         650         650         650         650      100000              650    65000000   708000000     1100000          643.636
 2/ 7/2018 10: 7:18         640         640         640         640      100000              640    64000000   772000000     1200000          643.333
 2/ 7/2018 10: 7:35         650         650         650         650      100000              650    65000000   837000000     1300000          643.846
 2/ 7/2018 10: 8: 9         640         640         640         640      100000              640    64000000   901000000     1400000          643.571
 2/ 7/2018 10: 8:18         650         650         650         650      100000              650    65000000   966000000     1500000              644
 2/ 7/2018 10: 8:45         640         640         640         640      100000              640    64000000  1030000000     1600000           643.75
 2/ 7/2018 10: 8:51         650         650         650         650      100000              650    65000000  1095000000     1700000          644.118
 2/ 7/2018 10:14: 9         660         660         660         660      100000              660    66000000  1161000000     1800000              645
 2/ 7/2018 10:20: 9         670         670         670         670      100000              670    67000000  1228000000     1900000          646.316
 2/ 7/2018 10:20:11         660         660         660         660      100000              660    66000000  1294000000     2000000              647
 2/ 7/2018 10:20:12         670         670         670         670      100000              670    67000000  1361000000     2100000          648.095
 2/ 7/2018 10:20:14         660         660         660         660      100000              660    66000000  1427000000     2200000          648.636
 2/ 7/2018 10:20:25         670         670         670         670      100000              670    67000000  1494000000     2300000          649.565
 2/ 7/2018 10:20:38         660         660         660         660      100000              660    66000000  1560000000     2400000              650
 2/ 7/2018 10:20:51         670         670         670         670      100000              670    67000000  1627000000     2500000            650.8
 2/ 7/2018 10:21: 0         660         660         660         660      100000              660    66000000  1693000000     2600000          651.154
