         Date              Open        High         Low       Close      Volume    Typical Price         V*P    Total VP     Total V            VWAP
 2/ 7/2018 10: 0: 0          10          30          10          30      110201          23.3333     2571356     2571356      110201          23.3333
 2/ 7/2018 10: 0: 1          30          90          30          90       10000               70      700000     3271356      120201          27.2157
 2/ 7/2018 10: 0:24          20          20          20          20      100000               20     2000000     5271356      220201          23.9388
 2/ 7/2018 10:10:13          20          20          20          20        3002               20       60040     5331396      223203          23.8859
 2/ 7/2018 10:31: 4          10          10          10          10        3200               10       32000     5363396      226403          23.6896
 2/ 7/2018 12:21:58          10          10          10          10       20000               10      200000     5563396      246403          22.5784
 2/ 7/2018 14: 0: 0          20          20          20          20      110201               20     2204020     7767416      356604          21.7816
 2/ 7/2018 14: 0:31          20          20          20          20      100000               20     2000000     9767416      456604          21.3914
 2/ 7/2018 14: 8:57          10          10          10          10        2667               10       26670     9794086      459271          21.3253
 2/ 7/2018 14:17:12          30          30          30          30       50000               30     1500000    11294086      509271           22.177
 2/ 7/2018 16:55: 7          20          20          20          20        7000               20      140000    11434086      516271          22.1474
