         Date              Open        High         Low       Close      Volume    Typical Price         V*P    Total VP     Total V            VWAP
 2/ 7/2018 10: 0: 1         130         230         130         200       64352          186.667    12012373    12012373       64352          186.667
 2/ 7/2018 10: 0: 2         100         100          90          90        5000          93.3333      466666    12479039       69352          179.938
 2/ 7/2018 10: 0:30         100         100         100         100       46500              100     4650000    17129039      115852          147.853
 2/ 7/2018 10: 1:13         110         110         100         100       45500          103.333     4701666    21830705      161352          135.299
 2/ 7/2018 10: 5:18          90          90          90          90       30500               90     2745000    24575705      191852          128.097
 2/ 7/2018 10: 5:20         100         100         100         100       30500              100     3050000    27625705      222352          124.243
 2/ 7/2018 10: 5:35          90          90          90          90       30500               90     2745000    30370705      252852          120.113
 2/ 7/2018 10: 6:35          80          80          80          80        2000               80      160000    30530705      254852          119.798
 2/ 7/2018 10: 8:48         140         140         140         140       10000              140     1400000    31930705      264852          120.561
 2/ 7/2018 10:11:51          80          80          80          80       12000               80      960000    32890705      276852          118.802
 2/ 7/2018 10:12:10         100         100         100         100       27801              100     2780100    35670805      304653          117.087
 2/ 7/2018 10:12:26          90          90          90          90       27801               90     2502090    38172895      332454          114.822
 2/ 7/2018 10:12:27         100         100         100         100       27801              100     2780100    40952995      360255          113.678
 2/ 7/2018 10:12:43         130         130         130         130         950              130      123500    41076495      361205          113.721
 2/ 7/2018 10:12:58         100         100         100         100         500              100       50000    41126495      361705          113.702
 2/ 7/2018 10:13:10          90          90          90          90        7748               90      697320    41823815      369453          113.205
 2/ 7/2018 10:15:34         110         110         110         110       27801              110     3058110    44881925      397254           112.98
 2/ 7/2018 10:15:35         100         100         100         100       27801              100     2780100    47662025      425055          112.131
 2/ 7/2018 10:16:41          90          90          90          90       20053               90     1804770    49466795      445108          111.134
 2/ 7/2018 10:16:53          90          90          90          90       50000               90     4500000    53966795      495108              109
 2/ 7/2018 10:17:43         100         100         100         100       50000              100     5000000    58966795      545108          108.175
 2/ 7/2018 10:17:45          90          90          90          90       50000               90     4500000    63466795      595108          106.648
 2/ 7/2018 10:46:21          80          80          80          80        5000               80      400000    63866795      600108          106.426
 2/ 7/2018 10:48:25          80          80          80          80           1               80          80    63866875      600109          106.425
 2/ 7/2018 10:49:11          80          80          80          80        1800               80      144000    64010875      601909          106.346
 2/ 7/2018 11:19:23          90          90          90          90         500               90       45000    64055875      602409          106.333
 2/ 7/2018 11:25:51          80          80          80          80        2633               80      210640    64266515      605042          106.218
 2/ 7/2018 11:48:15         120         120         120         120        2340              120      280800    64547315      607382          106.271
 2/ 7/2018 12:16:55         100         100         100         100       38910              100     3891000    68438315      646292          105.894
 2/ 7/2018 12:17:51          90          90          90          90       38910               90     3501900    71940215      685202          104.991
 2/ 7/2018 12:18:44         100         100         100         100       38910              100     3891000    75831215      724112          104.723
 2/ 7/2018 12:30:23         110         110         110         110       38910              110     4280100    80111315      763022          104.992
 2/ 7/2018 12:30:28         100         110         100         110       38910          106.667     4150400    84261715      801932          105.073
 2/ 7/2018 12:30:32         100         100         100         100       38910              100     3891000    88152715      840842          104.839
 2/ 7/2018 12:30:37         110         110         110         110       38910              110     4280100    92432815      879752          105.067
 2/ 7/2018 12:30:50         120         120         110         110       38910          113.333     4409800    96842615      918662          105.417
 2/ 7/2018 12:30:54         120         120         110         110       38910          113.333     4409800   101252415      957572          105.739
 2/ 7/2018 12:30:56         120         120         120         120       38910              120     4669200   105921615      996482          106.296
 2/ 7/2018 12:30:58         110         110         110         110       38910              110     4280100   110201715     1035392          106.435
 2/ 7/2018 12:31: 4         120         120         120         120       38910              120     4669200   114870915     1074302          106.926
 2/ 7/2018 12:31: 7         110         110         110         110       38910              110     4280100   119151015     1113212          107.034
 2/ 7/2018 12:31:33         120         120         120         120       38910              120     4669200   123820215     1152122          107.471
 2/ 7/2018 12:31:38         110         110         110         110       38910              110     4280100   128100315     1191032          107.554
 2/ 7/2018 12:31:59         120         120         120         120       38910              120     4669200   132769515     1229942          107.948
 2/ 7/2018 12:32: 1         110         110         110         110       38910              110     4280100   137049615     1268852          108.011
 2/ 7/2018 12:32:19         120         120         120         120       38910              120     4669200   141718815     1307762          108.367
 2/ 7/2018 12:32:33         110         110         110         110       38910              110     4280100   145998915     1346672          108.415
 2/ 7/2018 12:32:37         120         120         120         120       10100              120     1212000   147210915     1356772          108.501
 2/ 7/2018 12:33:45         120         120         120         120       38910              120     4669200   151880115     1395682          108.821
 2/ 7/2018 12:33:55         110         110         110         110         407              110       44770   151924885     1396089          108.822
 2/ 7/2018 12:33:57         110         110         110         110       38503              110     4235330   156160215     1434592          108.853
 2/ 7/2018 12:34: 0         110         110         110         110        2340              110      257400   156417615     1436932          108.855
 2/ 7/2018 12:34: 4         120         120         120         120       38503              120     4620360   161037975     1475435          109.146
 2/ 7/2018 12:34: 5         110         110         110         110       38503              110     4235330   165273305     1513938          109.168
 2/ 7/2018 12:35:31         120         120         120         120       38503              120     4620360   169893665     1552441          109.436
 2/ 7/2018 12:35:36         110         110         110         110       38503              110     4235330   174128995     1590944           109.45
 2/ 7/2018 12:35:43         120         120         110         110       38503          113.333     4363673   178492668     1629447          109.542
 2/ 7/2018 12:37: 2         120         120         120         120       38503              120     4620360   183113028     1667950          109.783
 2/ 7/2018 12:37: 3         110         110         110         110       38503              110     4235330   187348358     1706453          109.788
 2/ 7/2018 12:38:49         120         120         120         120       38503              120     4620360   191968718     1744956          110.014
 2/ 7/2018 12:38:52         120         120         120         120         500              120       60000   192028718     1745456          110.016
 2/ 7/2018 12:39: 9         110         110         110         110       38503              110     4235330   196264048     1783959          110.016
 2/ 7/2018 12:39:11         120         120         120         120       38503              120     4620360   200884408     1822462          110.227
 2/ 7/2018 12:39:42         110         110         110         110       38503              110     4235330   205119738     1860965          110.222
 2/ 7/2018 12:39:45         120         120         120         120       38503              120     4620360   209740098     1899468           110.42
 2/ 7/2018 12:39:57         110         110         110         110       38503              110     4235330   213975428     1937971          110.412
 2/ 7/2018 12:41:59         120         120         120         120       38503              120     4620360   218595788     1976474          110.599
 2/ 7/2018 12:42:11         110         110         110         110       38503              110     4235330   222831118     2014977          110.587
 2/ 7/2018 12:42:26         120         120         120         120       38503              120     4620360   227451478     2053480          110.764
 2/ 7/2018 12:42:34         110         110         110         110       38503              110     4235330   231686808     2091983           110.75
 2/ 7/2018 12:42:53          90          90          90          90         150               90       13500   231700308     2092133          110.748
 2/ 7/2018 12:45:53         120         120         120         120       38503              120     4620360   236320668     2130636          110.916
 2/ 7/2018 12:45:58         110         110         110         110       38503              110     4235330   240555998     2169139          110.899
 2/ 7/2018 12:46: 2         100         100         100         100         150              100       15000   240570998     2169289          110.899
 2/ 7/2018 12:48:43         120         120         120         120       38503              120     4620360   245191358     2207792          111.057
